epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,13954.7,1.1022,1.05979,1.074,0.90152,0.87898,0.92242,0.72407,1.26049,1.02443,1.10257,0.000279304,0.000279304,0.000279304
181,14031.4,1.09186,1.03467,1.07267,0.90138,0.87898,0.92232,0.72448,1.25897,1.02444,1.10239,0.000254473,0.000254473,0.000254473
182,14108.3,1.10029,1.06104,1.077,0.90116,0.87835,0.92251,0.72437,1.25905,1.02285,1.1023,0.000230814,0.000230814,0.000230814
183,14185.2,1.10776,1.05139,1.07327,0.90124,0.87818,0.92258,0.72422,1.25925,1.0244,1.10219,0.000208333,0.000208333,0.000208333
184,14262,1.08601,1.0354,1.06917,0.90163,0.87818,0.92242,0.72425,1.25806,1.02286,1.10237,0.000187036,0.000187036,0.000187036
185,14338.9,1.09889,1.03979,1.07196,0.9012,0.87739,0.92226,0.72455,1.25759,1.02388,1.10219,0.000166927,0.000166927,0.000166927
186,14416.6,1.07989,1.03293,1.07233,0.90129,0.87739,0.92226,0.72418,1.2578,1.02471,1.10228,0.000148012,0.000148012,0.000148012
187,14493.6,1.07485,1.03157,1.06691,0.90154,0.87739,0.92217,0.72464,1.25719,1.02412,1.10214,0.000130296,0.000130296,0.000130296
188,14571,1.0957,1.03637,1.06853,0.90038,0.87818,0.92235,0.72482,1.25729,1.02404,1.10183,0.000113782,0.000113782,0.000113782
189,14648.2,1.08185,1.03736,1.06781,0.90039,0.87818,0.92228,0.72501,1.25622,1.02395,1.10175,9.84752e-05,9.84752e-05,9.84752e-05
190,14725.5,1.08739,1.05029,1.0733,0.90006,0.87818,0.92215,0.72458,1.25637,1.02497,1.10185,8.43789e-05,8.43789e-05,8.43789e-05
191,14802.2,1.08079,1.02968,1.06912,0.90035,0.87739,0.92217,0.72439,1.25638,1.02489,1.10196,7.14967e-05,7.14967e-05,7.14967e-05
192,14878.8,1.09484,1.0544,1.07338,0.90037,0.87784,0.92215,0.72464,1.25669,1.0271,1.10228,5.98318e-05,5.98318e-05,5.98318e-05
193,14955.5,1.0869,1.03834,1.06709,0.89904,0.87913,0.92216,0.72481,1.2561,1.02716,1.1021,4.93871e-05,4.93871e-05,4.93871e-05
194,15032.2,1.08024,1.03452,1.06999,0.90048,0.87893,0.92232,0.72446,1.25598,1.02813,1.102,4.0165e-05,4.0165e-05,4.0165e-05
195,15108.7,1.07788,1.03106,1.06577,0.89979,0.87818,0.92217,0.72496,1.25537,1.02954,1.10199,3.2168e-05,3.2168e-05,3.2168e-05
196,15186.7,0.84018,0.66452,0.98582,0.89923,0.87898,0.92197,0.72497,1.25608,1.02765,1.10212,2.53979e-05,2.53979e-05,2.53979e-05
197,15262.1,0.83281,0.64103,0.97805,0.89923,0.87898,0.9217,0.72472,1.25597,1.02747,1.10243,1.98565e-05,1.98565e-05,1.98565e-05
198,15337.4,0.82366,0.63246,0.97576,0.89972,0.87898,0.92253,0.72507,1.25544,1.02885,1.10269,1.55451e-05,1.55451e-05,1.55451e-05
199,15413.3,0.83137,0.64225,0.97825,0.90153,0.87898,0.92227,0.72475,1.25606,1.0287,1.10289,1.24647e-05,1.24647e-05,1.24647e-05
200,15488.5,0.82074,0.63204,0.97699,0.90193,0.87871,0.92229,0.72457,1.25565,1.02739,1.10309,1.06162e-05,1.06162e-05,1.06162e-05
