epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1037.02,1.15808,0.87004,1.32519,0.82714,0.76231,0.82866,0.5541,1.16502,0.8367,1.36642,0.009076,0.009076,0.009076
16,1105.51,1.12761,0.84211,1.31984,0.83293,0.79047,0.84574,0.56888,1.17363,0.77074,1.37904,0.00901,0.00901,0.00901
17,1174.07,1.10336,0.82276,1.30924,0.84787,0.77968,0.85825,0.59211,1.12105,0.72708,1.3462,0.008944,0.008944,0.008944
18,1242.55,1.09567,0.79502,1.30291,0.8588,0.79091,0.85897,0.59873,1.09913,0.72774,1.313,0.008878,0.008878,0.008878
19,1311.28,1.07704,0.78821,1.29822,0.84908,0.79525,0.85862,0.60727,1.08047,0.72505,1.29783,0.008812,0.008812,0.008812
20,1380.26,1.06667,0.77663,1.2841,0.87637,0.8061,0.87652,0.62067,1.0646,0.68317,1.28241,0.008746,0.008746,0.008746
21,1449.06,1.0573,0.75976,1.27112,0.86896,0.80205,0.87577,0.60986,1.08787,0.69751,1.29899,0.00868,0.00868,0.00868
22,1517.3,1.03052,0.74034,1.25498,0.86537,0.81386,0.87992,0.63514,1.02945,0.66369,1.26686,0.008614,0.008614,0.008614
23,1585.98,1.03342,0.72398,1.25405,0.87594,0.83449,0.88867,0.64851,1.00298,0.62661,1.25671,0.008548,0.008548,0.008548
24,1655.11,1.01942,0.7131,1.25439,0.85833,0.79152,0.85471,0.60254,1.08133,0.71133,1.30195,0.008482,0.008482,0.008482
25,1723.34,1.00011,0.70343,1.23588,0.87095,0.83548,0.88886,0.64844,0.9986,0.6322,1.24569,0.008416,0.008416,0.008416
26,1791.37,0.98459,0.68033,1.22508,0.87897,0.84494,0.90083,0.66144,0.97087,0.60087,1.23157,0.00835,0.00835,0.00835
27,1860.47,0.98128,0.67569,1.22477,0.88907,0.85759,0.90319,0.66859,0.97719,0.5776,1.23006,0.008284,0.008284,0.008284
28,1929.38,0.96884,0.66998,1.21247,0.87854,0.85022,0.89891,0.66273,0.97243,0.59716,1.22376,0.008218,0.008218,0.008218
29,1997.2,0.95706,0.65323,1.20247,0.88435,0.85259,0.90522,0.66983,0.95834,0.56842,1.22258,0.008152,0.008152,0.008152
30,2066.07,0.94308,0.65181,1.20672,0.88989,0.86799,0.91044,0.68428,0.93684,0.55306,1.19392,0.008086,0.008086,0.008086
31,2135.14,0.93802,0.64169,1.20213,0.89414,0.87155,0.91706,0.69016,0.92859,0.54743,1.18812,0.00802,0.00802,0.00802
32,2203.76,0.91539,0.62366,1.17859,0.89998,0.86891,0.91498,0.69211,0.91383,0.54115,1.1865,0.007954,0.007954,0.007954
33,2272.44,0.91789,0.62614,1.19262,0.89461,0.86417,0.91464,0.69152,0.92498,0.54005,1.20644,0.007888,0.007888,0.007888
34,2340.44,0.90757,0.61167,1.18387,0.90335,0.86356,0.91781,0.69846,0.91739,0.535,1.1899,0.007822,0.007822,0.007822
35,2409.26,0.90044,0.60301,1.17359,0.90373,0.87444,0.92284,0.7059,0.90306,0.51493,1.19386,0.007756,0.007756,0.007756
36,2477.6,0.88974,0.58853,1.16797,0.89356,0.86786,0.90378,0.68068,0.92192,0.54191,1.20324,0.00769,0.00769,0.00769
37,2545.35,0.88433,0.58702,1.16627,0.89668,0.88207,0.91884,0.70967,0.88506,0.50292,1.17601,0.007624,0.007624,0.007624
38,2614.33,0.88712,0.58647,1.1708,0.91419,0.87365,0.92179,0.7107,0.87559,0.50141,1.16321,0.007558,0.007558,0.007558
39,2682.95,0.87473,0.57775,1.15769,0.91991,0.88655,0.93025,0.72505,0.85896,0.47681,1.16196,0.007492,0.007492,0.007492
40,2751.94,0.85555,0.56465,1.15107,0.90303,0.89155,0.926,0.72198,0.84692,0.47656,1.15196,0.007426,0.007426,0.007426
41,2819.95,0.84789,0.55924,1.14825,0.91226,0.89997,0.92821,0.72373,0.85182,0.47087,1.15305,0.00736,0.00736,0.00736
42,2887.98,0.84541,0.55714,1.14795,0.91299,0.89287,0.92749,0.72996,0.83538,0.47175,1.14076,0.007294,0.007294,0.007294
43,2957.01,0.84237,0.55377,1.13716,0.91469,0.89023,0.92953,0.73671,0.83299,0.46526,1.13505,0.007228,0.007228,0.007228
44,3025.81,0.83092,0.543,1.12607,0.91845,0.88641,0.92791,0.72862,0.82931,0.46086,1.13874,0.007162,0.007162,0.007162
45,3093.63,0.8218,0.54504,1.12743,0.91644,0.89971,0.93651,0.73992,0.8237,0.45421,1.12859,0.007096,0.007096,0.007096
46,3162.42,0.81211,0.53152,1.11899,0.92735,0.88709,0.93319,0.74478,0.80732,0.44436,1.12474,0.00703,0.00703,0.00703
47,3230.75,0.805,0.52537,1.11984,0.92214,0.89471,0.93186,0.74341,0.81079,0.44717,1.13323,0.006964,0.006964,0.006964
48,3298.77,0.80526,0.52472,1.11836,0.92539,0.9034,0.93508,0.74926,0.79211,0.4313,1.10839,0.006898,0.006898,0.006898
49,3367.76,0.79605,0.52629,1.11044,0.92385,0.90208,0.93417,0.75209,0.78887,0.43091,1.10353,0.006832,0.006832,0.006832
50,3436.71,0.78913,0.51232,1.10244,0.93121,0.90149,0.93881,0.75621,0.78172,0.42879,1.09958,0.006766,0.006766,0.006766
51,3505.62,0.79102,0.52206,1.10968,0.93112,0.89672,0.93926,0.75994,0.77338,0.43206,1.0942,0.0067,0.0067,0.0067
52,3574.39,0.77657,0.50224,1.09514,0.92297,0.90209,0.9382,0.75879,0.76788,0.42046,1.09644,0.006634,0.006634,0.006634
53,3642.2,0.76273,0.49349,1.09291,0.92848,0.90497,0.94172,0.76755,0.75986,0.4176,1.08472,0.006568,0.006568,0.006568
54,3711.24,0.76645,0.50572,1.09398,0.92922,0.9055,0.94134,0.76598,0.74993,0.41054,1.07848,0.006502,0.006502,0.006502
55,3779.13,0.75691,0.49473,1.09132,0.93095,0.90492,0.94029,0.76872,0.75272,0.41485,1.08975,0.006436,0.006436,0.006436
56,3847.91,0.75939,0.48883,1.0933,0.92423,0.91823,0.9428,0.77462,0.7382,0.40694,1.08062,0.00637,0.00637,0.00637
57,3916.73,0.75511,0.4941,1.08222,0.94227,0.89866,0.94389,0.77585,0.74341,0.4016,1.07007,0.006304,0.006304,0.006304
58,3985.6,0.7498,0.48051,1.08416,0.9309,0.90998,0.94534,0.77567,0.74708,0.40327,1.07614,0.006238,0.006238,0.006238
59,4053.51,0.73907,0.47509,1.07416,0.93118,0.91172,0.94649,0.78073,0.73484,0.40151,1.06273,0.006172,0.006172,0.006172
60,4122,0.7419,0.47505,1.07644,0.9349,0.91109,0.94495,0.77443,0.7368,0.39463,1.07178,0.006106,0.006106,0.006106
61,4189.75,0.7393,0.47797,1.07243,0.93159,0.90892,0.94541,0.77746,0.73505,0.39271,1.07086,0.00604,0.00604,0.00604
62,4257.65,0.72278,0.46747,1.06329,0.93267,0.91526,0.9449,0.78423,0.72081,0.38818,1.05904,0.005974,0.005974,0.005974
63,4326.58,0.7175,0.46725,1.05792,0.93157,0.92261,0.94413,0.78364,0.71651,0.38362,1.05479,0.005908,0.005908,0.005908
64,4394.45,0.72332,0.4638,1.06479,0.9361,0.90624,0.94136,0.78223,0.71601,0.39522,1.05663,0.005842,0.005842,0.005842
65,4462.5,0.7098,0.46085,1.06081,0.93526,0.91366,0.94425,0.78692,0.71028,0.38283,1.05309,0.005776,0.005776,0.005776
66,4530.91,0.70832,0.45116,1.05301,0.92729,0.92235,0.9427,0.78615,0.70353,0.38031,1.04705,0.00571,0.00571,0.00571
67,4599.09,0.70115,0.44571,1.0473,0.93557,0.91346,0.94695,0.7892,0.70053,0.37804,1.04097,0.005644,0.005644,0.005644
68,4667.69,0.70138,0.44694,1.04672,0.92463,0.92033,0.94121,0.78565,0.70572,0.38212,1.04119,0.005578,0.005578,0.005578
69,4735.37,0.69944,0.4506,1.04648,0.93803,0.91682,0.94741,0.79272,0.69599,0.37814,1.0436,0.005512,0.005512,0.005512
70,4803.7,0.69139,0.44002,1.04471,0.93132,0.91738,0.94573,0.79018,0.70147,0.37695,1.04826,0.005446,0.005446,0.005446
71,4871.64,0.6913,0.44662,1.04948,0.9366,0.91682,0.94608,0.7956,0.69356,0.38285,1.05108,0.00538,0.00538,0.00538
72,4940.19,0.67552,0.43252,1.04164,0.93893,0.91455,0.94611,0.79917,0.68405,0.37694,1.04153,0.005314,0.005314,0.005314
73,5008.76,0.67132,0.42643,1.04067,0.94095,0.9134,0.94734,0.79935,0.68472,0.3723,1.05196,0.005248,0.005248,0.005248
74,5077.4,0.67804,0.4305,1.04576,0.93423,0.91998,0.94664,0.79986,0.68182,0.3733,1.04225,0.005182,0.005182,0.005182
75,5145.67,0.67315,0.42988,1.03326,0.93692,0.9184,0.94561,0.80042,0.67761,0.36772,1.04332,0.005116,0.005116,0.005116
76,5213.97,0.66765,0.42236,1.03449,0.93391,0.91869,0.94623,0.80028,0.67729,0.36848,1.04644,0.00505,0.00505,0.00505
77,5281.83,0.66252,0.41713,1.03589,0.94397,0.91358,0.94795,0.80497,0.66778,0.35783,1.04445,0.004984,0.004984,0.004984
78,5350.8,0.6526,0.41399,1.02708,0.94097,0.91866,0.94708,0.80552,0.66607,0.36179,1.03408,0.004918,0.004918,0.004918
79,5419.52,0.65696,0.41019,1.02406,0.93772,0.91787,0.94805,0.80747,0.6638,0.35699,1.03356,0.004852,0.004852,0.004852
80,5487.85,0.64889,0.41142,1.02498,0.93275,0.9184,0.94759,0.80354,0.66896,0.36264,1.03333,0.004786,0.004786,0.004786
81,5555.82,0.64767,0.4069,1.0187,0.92886,0.92797,0.9469,0.80785,0.65919,0.35766,1.02494,0.00472,0.00472,0.00472
82,5624.55,0.64284,0.40781,1.01961,0.94218,0.91814,0.94552,0.80736,0.65582,0.35854,1.02445,0.004654,0.004654,0.004654
83,5692.4,0.63834,0.4033,1.01873,0.93756,0.92208,0.94787,0.80974,0.65655,0.3571,1.02386,0.004588,0.004588,0.004588
84,5761.52,0.64308,0.40691,1.01465,0.94,0.91735,0.94696,0.81197,0.65024,0.35582,1.01431,0.004522,0.004522,0.004522
85,5830.4,0.63407,0.39782,1.015,0.93823,0.92356,0.94609,0.80888,0.65705,0.35662,1.02851,0.004456,0.004456,0.004456
86,5898.5,0.62906,0.39747,1.01364,0.94182,0.92182,0.94796,0.81218,0.65072,0.35321,1.03026,0.00439,0.00439,0.00439
87,5966.8,0.62437,0.39406,1.01103,0.9462,0.91655,0.94758,0.8145,0.64433,0.35051,1.02447,0.004324,0.004324,0.004324
88,6034.99,0.63165,0.39432,1.01036,0.93835,0.92261,0.94766,0.81657,0.6407,0.34556,1.01492,0.004258,0.004258,0.004258
89,6103.67,0.6202,0.38597,0.99859,0.9391,0.92208,0.94868,0.81598,0.64198,0.34548,1.01454,0.004192,0.004192,0.004192
90,6171.45,0.61791,0.38458,1.00508,0.94327,0.91904,0.94837,0.8171,0.63747,0.34316,1.01564,0.004126,0.004126,0.004126
91,6239.83,0.60858,0.38213,0.99746,0.94619,0.91629,0.94837,0.81919,0.63398,0.34295,1.01739,0.00406,0.00406,0.00406
92,6308.34,0.60366,0.37735,1.00022,0.94678,0.91774,0.94782,0.81939,0.63669,0.34527,1.01914,0.003994,0.003994,0.003994
93,6376.73,0.60071,0.3747,1.0005,0.95062,0.9155,0.94826,0.82155,0.63212,0.34363,1.01888,0.003928,0.003928,0.003928
94,6445.54,0.6013,0.37651,1.00656,0.94203,0.91971,0.94946,0.82252,0.62922,0.343,1.02288,0.003862,0.003862,0.003862
95,6514.3,0.59355,0.37052,0.99988,0.95379,0.91273,0.9498,0.82333,0.62692,0.33916,1.02774,0.003796,0.003796,0.003796
96,6582.52,0.59635,0.37086,1.00249,0.9475,0.92164,0.95032,0.82315,0.62624,0.3389,1.02392,0.00373,0.00373,0.00373
97,6650.72,0.59107,0.37066,0.99707,0.94216,0.92445,0.94885,0.8235,0.62607,0.33969,1.02241,0.003664,0.003664,0.003664
98,6719.35,0.57834,0.35881,0.98648,0.94742,0.92016,0.94917,0.82366,0.6211,0.33914,1.0132,0.003598,0.003598,0.003598
99,6788.09,0.5817,0.36326,0.98778,0.9521,0.91564,0.94884,0.8247,0.61993,0.34073,1.01222,0.003532,0.003532,0.003532
100,6856.9,0.57638,0.36016,0.98496,0.94817,0.91866,0.94903,0.82533,0.61726,0.33861,1.0097,0.003466,0.003466,0.003466
101,6925.66,0.57339,0.35543,0.97851,0.94911,0.91419,0.94927,0.82699,0.61598,0.33695,1.01029,0.0034,0.0034,0.0034
102,6994.06,0.58213,0.36029,0.98851,0.94793,0.91629,0.94975,0.82766,0.61458,0.33618,1.00914,0.003334,0.003334,0.003334
103,7062.81,0.57259,0.35266,0.98575,0.94934,0.91603,0.94911,0.82837,0.61274,0.33576,1.00995,0.003268,0.003268,0.003268
104,7131.69,0.56358,0.35234,0.97952,0.94284,0.92477,0.94942,0.82969,0.60943,0.33338,1.00919,0.003202,0.003202,0.003202
105,7200.06,0.56461,0.35366,0.98142,0.94913,0.92182,0.94967,0.82958,0.6085,0.33077,1.01087,0.003136,0.003136,0.003136
106,7267.89,0.55273,0.34252,0.97096,0.95184,0.91814,0.94878,0.83062,0.60669,0.33272,1.00774,0.00307,0.00307,0.00307
107,7336.69,0.55612,0.34577,0.97568,0.94943,0.91998,0.9492,0.83093,0.60618,0.33488,1.00539,0.003004,0.003004,0.003004
108,7405.07,0.54898,0.3438,0.97119,0.94953,0.91735,0.94916,0.83281,0.6028,0.33491,1.00453,0.002938,0.002938,0.002938
109,7473.23,0.54609,0.33847,0.97123,0.95169,0.91656,0.94798,0.83248,0.60164,0.33765,1.00405,0.002872,0.002872,0.002872
110,7541.17,0.5356,0.33634,0.96333,0.95067,0.91809,0.94857,0.83301,0.60002,0.33756,1.00229,0.002806,0.002806,0.002806
111,7609.81,0.53564,0.33371,0.96304,0.95087,0.9171,0.94912,0.83363,0.59981,0.33726,1.00288,0.00274,0.00274,0.00274
112,7678.43,0.54084,0.33405,0.96702,0.94908,0.91814,0.94758,0.83295,0.59762,0.33734,1.00251,0.002674,0.002674,0.002674
113,7746.25,0.53537,0.33145,0.96389,0.94888,0.91866,0.9479,0.83347,0.59675,0.3346,1.00447,0.002608,0.002608,0.002608
114,7814.1,0.53667,0.33011,0.96647,0.94691,0.92027,0.94843,0.83357,0.59686,0.33362,1.00454,0.002542,0.002542,0.002542
115,7881.79,0.52627,0.32633,0.95795,0.94895,0.91708,0.94912,0.83488,0.59693,0.33493,1.00406,0.002476,0.002476,0.002476
116,7950.51,0.5236,0.32569,0.95987,0.95315,0.91419,0.94905,0.83377,0.59534,0.33407,1.0021,0.00241,0.00241,0.00241
117,8018.35,0.51796,0.31619,0.95261,0.95366,0.91539,0.94861,0.83492,0.59602,0.33392,1.00325,0.002344,0.002344,0.002344
118,8086.38,0.51612,0.31835,0.95741,0.95263,0.91585,0.94845,0.8354,0.59278,0.33308,1.00161,0.002278,0.002278,0.002278
119,8155.15,0.51102,0.31887,0.95357,0.95286,0.91513,0.94883,0.83518,0.59273,0.33354,1.00233,0.002212,0.002212,0.002212
120,8222.92,0.50931,0.31626,0.94926,0.95604,0.91588,0.94987,0.8361,0.59296,0.33205,1.00383,0.002146,0.002146,0.002146
121,8291.06,0.50167,0.3108,0.95008,0.95141,0.91761,0.94899,0.83613,0.59297,0.33264,1.00489,0.00208,0.00208,0.00208
122,8358.99,0.50401,0.31082,0.94785,0.95371,0.91647,0.94892,0.83641,0.59051,0.33057,1.0034,0.002014,0.002014,0.002014
123,8427.82,0.50318,0.3143,0.94698,0.95357,0.91603,0.94893,0.8371,0.58918,0.33024,1.00257,0.001948,0.001948,0.001948
124,8496.69,0.50026,0.30679,0.94553,0.95571,0.91459,0.94837,0.83656,0.58757,0.32985,1.00096,0.001882,0.001882,0.001882
125,8564.7,0.4893,0.3003,0.94143,0.95381,0.91324,0.9482,0.83637,0.58798,0.33041,1.00179,0.001816,0.001816,0.001816
126,8632.61,0.49156,0.30398,0.94719,0.95309,0.91314,0.94875,0.83707,0.58679,0.33002,1.00125,0.00175,0.00175,0.00175
127,8700.47,0.49261,0.3024,0.94219,0.94707,0.91841,0.94891,0.83793,0.585,0.3285,1.00108,0.001684,0.001684,0.001684
128,8769.27,0.48532,0.30091,0.94321,0.94606,0.91882,0.9487,0.83728,0.58445,0.32759,1.00107,0.001618,0.001618,0.001618
129,8837.23,0.4804,0.29738,0.94092,0.94605,0.91854,0.949,0.83727,0.58436,0.32731,1.00225,0.001552,0.001552,0.001552
130,8905.06,0.47371,0.28956,0.93559,0.94704,0.91708,0.94867,0.838,0.58325,0.32669,1.00292,0.001486,0.001486,0.001486
131,8973.53,0.47422,0.29228,0.93929,0.94658,0.91884,0.94867,0.83778,0.58229,0.32691,1.00316,0.00142,0.00142,0.00142
132,9041.57,0.46678,0.28872,0.93465,0.94689,0.91814,0.94909,0.8383,0.58169,0.32692,1.0041,0.001354,0.001354,0.001354
133,9110.33,0.46902,0.28939,0.93625,0.94368,0.92077,0.94876,0.8387,0.58109,0.32715,1.00553,0.001288,0.001288,0.001288
134,9178.62,0.46426,0.28202,0.93641,0.94603,0.91818,0.94849,0.83895,0.58067,0.32808,1.00635,0.001222,0.001222,0.001222
135,9246.9,0.46124,0.28491,0.93215,0.94974,0.91523,0.94792,0.83919,0.57965,0.32802,1.00709,0.001156,0.001156,0.001156
136,9315.68,0.45692,0.28214,0.93027,0.94779,0.91754,0.94791,0.83873,0.57864,0.32816,1.00754,0.00109,0.00109,0.00109
137,9383.46,0.45974,0.28485,0.93075,0.95063,0.91498,0.94759,0.83911,0.57838,0.32862,1.0086,0.001024,0.001024,0.001024
138,9451.37,0.45732,0.28072,0.93066,0.94814,0.91917,0.94804,0.83923,0.57849,0.32792,1.00942,0.000958,0.000958,0.000958
139,9520.42,0.44941,0.27561,0.93046,0.94863,0.91871,0.94811,0.83922,0.57782,0.32834,1.00972,0.000892,0.000892,0.000892
140,9588.48,0.44812,0.27325,0.92927,0.94855,0.91866,0.94784,0.83889,0.57739,0.32853,1.01015,0.000826,0.000826,0.000826
141,9659.59,0.41391,0.2263,0.88053,0.94914,0.91893,0.94746,0.83872,0.57658,0.32754,1.00961,0.00076,0.00076,0.00076
142,9727.35,0.39346,0.21614,0.86986,0.9518,0.91475,0.94781,0.83896,0.57679,0.32869,1.01048,0.000694,0.000694,0.000694
143,9794.89,0.38214,0.21038,0.86155,0.95283,0.91461,0.94786,0.83922,0.57665,0.32989,1.01054,0.000628,0.000628,0.000628
144,9862.71,0.37126,0.20624,0.85972,0.95583,0.91208,0.9477,0.83864,0.57713,0.3296,1.01172,0.000562,0.000562,0.000562
145,9930.14,0.37039,0.20355,0.86289,0.9558,0.91287,0.94764,0.839,0.57721,0.32996,1.01187,0.000496,0.000496,0.000496
146,9997.85,0.36566,0.20334,0.85796,0.95557,0.91287,0.94783,0.83961,0.57608,0.32915,1.01058,0.00043,0.00043,0.00043
147,10066.3,0.35686,0.19696,0.85564,0.95591,0.91321,0.94762,0.83898,0.5759,0.32886,1.01073,0.000364,0.000364,0.000364
148,10133.9,0.35616,0.19692,0.85096,0.95542,0.91392,0.94738,0.83897,0.57575,0.32908,1.01121,0.000298,0.000298,0.000298
149,10201.3,0.34996,0.19308,0.8504,0.95488,0.91353,0.94716,0.8388,0.57595,0.32926,1.01156,0.000232,0.000232,0.000232
150,10269.1,0.35329,0.19588,0.8551,0.95509,0.91257,0.94701,0.83863,0.57599,0.32993,1.01171,0.000166,0.000166,0.000166
